rank_share,journal_key,full_title,gwas_hits,total_articles,fraction_gwas
2490,J Vis Exp,Journal of visualized experiments : JoVE,26,16293,0.001596
2491,Clin Auton Res,Clinical autonomic research : official journal of the Clinical Autonomic Research Society,2,1254,0.001595
2492,Am J Bot,American journal of botany,6,3764,0.001594
2493,Iran J Immunol,Iranian journal of immunology : IJI,1,628,0.001592
2494,Oncoscience,Oncoscience,1,628,0.001592
2495,J Cardiovasc Thorac Res,Journal of cardiovascular and thoracic research,1,629,0.001590
2496,J Neurol Phys Ther,Journal of neurologic physical therapy : JNPT,1,630,0.001587
2497,J Inherit Metab Dis,Journal of inherited metabolic disease,4,2524,0.001585
2498,Mol Genet Metab Rep,Molecular genetics and metabolism reports,2,1262,0.001585
2499,Bioimpacts,BioImpacts : BI,1,631,0.001585
2500,J Neurotrauma,Journal of neurotrauma,7,4427,0.001581
2501,J Evol Biol,Journal of evolutionary biology,6,3799,0.001579
2502,J Altern Complement Med,"Journal of alternative and complementary medicine (New York, N.Y.)",4,2534,0.001579
2503,Cell Mol Biol Lett,Cellular & molecular biology letters,2,1268,0.001577
2504,Med Hypotheses,Medical hypotheses,11,6975,0.001577
2505,Drug Resist Updat,Drug resistance updates : reviews and commentaries in antimicrobial and anticancer chemotherapy,1,635,0.001575
2506,J Vestib Res,Journal of vestibular research : equilibrium & orientation,1,637,0.001570
2507,Mol Nutr Food Res,Molecular nutrition & food research,7,4473,0.001565
2508,J Tehran Heart Cent,The journal of Tehran Heart Center,1,639,0.001565
2509,Acta Ophthalmol,Acta ophthalmologica,8,5119,0.001563
2510,Data Brief,Data in brief,19,12165,0.001562
2511,Dermatitis,"Dermatitis : contact, atopic, occupational, drug",3,1922,0.001561
2512,Hellenic J Cardiol,Hellenic journal of cardiology : HJC = Hellenike kardiologike epitheorese,3,1922,0.001561
2513,J Bone Oncol,Journal of bone oncology,1,642,0.001558
2514,Lancet Reg Health Southeast Asia,The Lancet regional health. Southeast Asia,1,642,0.001558
2515,Eur J Rheumatol,European journal of rheumatology,1,644,0.001553
2516,Cell Physiol Biochem,"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology",9,5797,0.001553
2517,Vopr Onkol,Voprosy onkologii,2,1289,0.001552
2518,Arch Iran Med,Archives of Iranian medicine,4,2579,0.001551
2519,Nurs Res,Nursing research,2,1290,0.001550
2520,Anthropol Anz,Anthropologischer Anzeiger; Bericht uber die biologisch-anthropologische Literatur,1,645,0.001550
2521,Circ Heart Fail,Circulation. Heart failure,4,2584,0.001548
2522,Curr Urol,Current urology,1,646,0.001548
2523,J Gastric Cancer,Journal of gastric cancer,1,646,0.001548
2524,Gut Liver,Gut and liver,3,1939,0.001547
2525,Berl Munch Tierarztl Wochenschr,Berliner und Munchener tierarztliche Wochenschrift,1,647,0.001546
2526,Chem Senses,Chemical senses,2,1295,0.001544
2527,Ophthalmol Ther,Ophthalmology and therapy,2,1295,0.001544
2528,Epidemiol Prev,Epidemiologia e prevenzione,3,1943,0.001544
2529,Glob Chall,"Global challenges (Hoboken, NJ)",1,648,0.001543
2530,Oncol Rep,Oncology reports,15,9723,0.001543
2531,Exp Ther Med,Experimental and therapeutic medicine,20,12970,0.001542
2532,Dev Comp Immunol,Developmental and comparative immunology,6,3898,0.001539
2533,Med Oncol,"Medical oncology (Northwood, London, England)",8,5204,0.001537
2534,Biophys Rev,Biophysical reviews,2,1303,0.001535
2535,Mayo Clin Proc Innov Qual Outcomes,"Mayo Clinic proceedings. Innovations, quality & outcomes",1,652,0.001534
2536,Environ Health Prev Med,Environmental health and preventive medicine,2,1305,0.001533
2537,FEBS Lett,FEBS letters,14,9146,0.001531
2538,Acta Med Okayama,Acta medica Okayama,2,1308,0.001529
2539,Zhongguo Yi Xue Ke Xue Yuan Xue Bao,Zhongguo yi xue ke xue yuan xue bao. Acta Academiae Medicinae Sinicae,4,2617,0.001528
2540,Clin Exp Pediatr,Clinical and experimental pediatrics,1,655,0.001527
2541,Psychol Sport Exerc,Psychology of sport and exercise,1,655,0.001527
2542,Neurologia,"Neurologia (Barcelona, Spain)",2,1311,0.001526
2543,Saudi J Gastroenterol,Saudi journal of gastroenterology : official journal of the Saudi Gastroenterology Association,2,1313,0.001523
2544,Insect Mol Biol,Insect molecular biology,2,1315,0.001521
2545,J Pharmacol Sci,Journal of pharmacological sciences,4,2632,0.001520
2546,Mol Pharmacol,Molecular pharmacology,5,3296,0.001517
2547,Curr Treat Options Oncol,Current treatment options in oncology,2,1320,0.001515
2548,J Electrocardiol,Journal of electrocardiology,5,3301,0.001515
2549,Respiration,Respiration; international review of thoracic diseases,4,2642,0.001514
2550,Curr Opin Virol,Current opinion in virology,2,1322,0.001513
2551,J Can Acad Child Adolesc Psychiatry,Journal of the Canadian Academy of Child and Adolescent Psychiatry = Journal de l'Academie canadienne de psychiatrie de l'enfant et de l'adolescent,1,661,0.001513
2552,J Neurosci Res,Journal of neuroscience research,6,3973,0.001510
2553,Hautarzt,"Der Hautarzt; Zeitschrift fur Dermatologie, Venerologie, und verwandte Gebiete",4,2649,0.001510
2554,Neurosurg Rev,Neurosurgical review,6,3981,0.001507
2555,Exp Parasitol,Experimental parasitology,5,3321,0.001506
2556,Heart Lung Circ,"Heart, lung & circulation",6,3987,0.001505
2557,Eur J Obstet Gynecol Reprod Biol,"European journal of obstetrics, gynecology, and reproductive biology",13,8643,0.001504
2558,J Vet Res,Journal of veterinary research,1,665,0.001504
2559,Kekkaku,Kekkaku : [Tuberculosis],1,665,0.001504
2560,J Abnorm Psychol,Journal of abnormal psychology,2,1332,0.001502
2561,Can J Neurol Sci,The Canadian journal of neurological sciences. Le journal canadien des sciences neurologiques,5,3336,0.001499
2562,Photosynth Res,Photosynthesis research,3,2006,0.001496
2563,Environ Res,Environmental research,26,17399,0.001494
2564,Acta Derm Venereol,Acta dermato-venereologica,7,4686,0.001494
2565,Psychother Psychosom Med Psychol,"Psychotherapie, Psychosomatik, medizinische Psychologie",2,1340,0.001493
2566,Taiwan J Obstet Gynecol,Taiwanese journal of obstetrics & gynecology,5,3354,0.001491
2567,JAMA Pediatr,JAMA pediatrics,7,4702,0.001489
2568,Neuropsychiatr,"Neuropsychiatrie : Klinik, Diagnostik, Therapie und Rehabilitation : Organ der Gesellschaft Osterreichischer Nervenarzte und Psychiater",1,672,0.001488
2569,Syst Rev,Systematic reviews,5,3363,0.001487
2570,J Clin Densitom,Journal of clinical densitometry : the official journal of the International Society for Clinical Densitometry,2,1347,0.001485
2571,Int J Cardiol,International journal of cardiology,37,24932,0.001484
2572,Nat Struct Mol Biol,Nature structural & molecular biology,6,4044,0.001484
2573,Psychiatr Hung,Psychiatria Hungarica : A Magyar Pszichiatriai Tarsasag tudomanyos folyoirata,1,674,0.001484
2574,Cancer J,"Cancer journal (Sudbury, Mass.)",2,1349,0.001483
2575,Int J Immunopathol Pharmacol,International journal of immunopathology and pharmacology,3,2024,0.001482
2576,Int Forum Allergy Rhinol,International forum of allergy & rhinology,4,2700,0.001481
2577,Proteome Sci,Proteome science,1,675,0.001481
2578,SLAS Technol,SLAS technology,1,675,0.001481
2579,Pancreas,Pancreas,6,4065,0.001476
2580,J Pers,Journal of personality,2,1356,0.001475
2581,Asian J Urol,Asian journal of urology,1,678,0.001475
2582,Bioinformation,Bioinformation,5,3393,0.001474
2583,Crit Care Explor,Critical care explorations,2,1358,0.001473
2584,Ecancermedicalscience,Ecancermedicalscience,3,2038,0.001472
2585,Crit Rev Oncol Hematol,Critical reviews in oncology/hematology,5,3398,0.001471
2586,AIDS,"AIDS (London, England)",11,7490,0.001469
2587,Dermatol Reports,Dermatology reports,1,681,0.001468
2588,Iran J Psychiatry,Iranian journal of psychiatry,1,681,0.001468
2589,Int J Clin Pharmacol Ther,International journal of clinical pharmacology and therapeutics,3,2046,0.001466
2590,J Adv Vet Anim Res,Journal of advanced veterinary and animal research,1,682,0.001466
2591,Hernia,Hernia : the journal of hernias and abdominal wall surgery,5,3413,0.001465
2592,Eur Urol Focus,European urology focus,3,2050,0.001463
2593,Occup Environ Med,Occupational and environmental medicine,4,2734,0.001463
2594,J La State Med Soc,The Journal of the Louisiana State Medical Society : official organ of the Louisiana State Medical Society,1,685,0.001460
2595,Malar J,Malaria journal,12,8222,0.001459
2596,J Nurs Scholarsh,Journal of nursing scholarship : an official publication of Sigma Theta Tau International Honor Society of Nursing,2,1372,0.001458
2597,Pediatr Endocrinol Rev,Pediatric endocrinology reviews : PER,1,686,0.001458
2598,Res Vet Sci,Research in veterinary science,7,4804,0.001457
2599,Congenit Heart Dis,Congenital heart disease,2,1373,0.001457
2600,Neuropediatrics,Neuropediatrics,2,1373,0.001457
2601,J Appl Toxicol,Journal of applied toxicology : JAT,4,2747,0.001456
2602,Healthc Inform Res,Healthcare informatics research,1,687,0.001456
2603,Redox Rep,Redox report : communications in free radical research,1,687,0.001456
2604,Front Neuroendocrinol,Frontiers in neuroendocrinology,1,688,0.001453
2605,Spine J,The spine journal : official journal of the North American Spine Society,8,5508,0.001452
2606,NPJ Vaccines,NPJ vaccines,2,1381,0.001448
2607,Ginekol Pol,Ginekologia polska,4,2770,0.001444
2608,J Oral Microbiol,Journal of oral microbiology,1,694,0.001441
2609,J Vasc Surg Venous Lymphat Disord,Journal of vascular surgery. Venous and lymphatic disorders,3,2084,0.001440
2610,Eur Respir Rev,European respiratory review : an official journal of the European Respiratory Society,2,1390,0.001439
2611,Prostaglandins Leukot Essent Fatty Acids,"Prostaglandins, leukotrienes, and essential fatty acids",2,1391,0.001438
2612,Vision Res,Vision research,5,3489,0.001433
2613,Parasitology,Parasitology,5,3490,0.001433
2614,J Oral Biol Craniofac Res,Journal of oral biology and craniofacial research,2,1398,0.001431
2615,J Periodontal Implant Sci,Journal of periodontal & implant science,1,701,0.001427
2616,Folia Med (Plovdiv),Folia medica,2,1404,0.001425
2617,Res Child Adolesc Psychopathol,Research on child and adolescent psychopathology,1,703,0.001422
2618,Res Synth Methods,Research synthesis methods,1,703,0.001422
2619,Development,"Development (Cambridge, England)",12,8453,0.001420
2620,Health Equity,Health equity,1,705,0.001418
2621,Trop Gastroenterol,Tropical gastroenterology : official journal of the Digestive Diseases Foundation,1,705,0.001418
2622,Biol Cell,Biology of the cell,1,706,0.001416
2623,Clin Microbiol Rev,Clinical microbiology reviews,1,706,0.001416
2624,Sleep Sci,"Sleep science (Sao Paulo, Brazil)",1,709,0.001410
2625,Evid Based Dent,Evidence-based dentistry,2,1419,0.001409
2626,Expert Opin Emerg Drugs,Expert opinion on emerging drugs,1,710,0.001408
2627,Iran J Public Health,Iranian journal of public health,6,4261,0.001408
2628,Congenit Anom (Kyoto),Congenital anomalies,1,713,0.001403
2629,Hist Philos Life Sci,History and philosophy of the life sciences,1,713,0.001403
2630,Cent Eur J Immunol,Central-European journal of immunology,1,714,0.001401
2631,Curr Mol Pharmacol,Current molecular pharmacology,1,714,0.001401
2632,Front Pediatr,Frontiers in pediatrics,16,11440,0.001399
2633,Pneumonol Alergol Pol,Pneumonologia i alergologia polska,1,716,0.001397
2634,Indian J Thorac Cardiovasc Surg,Indian journal of thoracic and cardiovascular surgery,2,1433,0.001396
2635,IEEE Trans Inf Technol Biomed,IEEE transactions on information technology in biomedicine : a publication of the IEEE Engineering in Medicine and Biology Society,1,717,0.001395
2636,J Urol,The Journal of urology,29,20813,0.001393
2637,Spine (Phila Pa 1976),Spine,14,10053,0.001393
2638,Glycobiology,Glycobiology,3,2157,0.001391
2639,Am J Phys Anthropol,American journal of physical anthropology,4,2877,0.001390
2640,Bio Protoc,Bio-protocol,5,3600,0.001389
2641,Nat Chem Biol,Nature chemical biology,6,4325,0.001387
2642,Food Microbiol,Food microbiology,5,3605,0.001387
2643,Transplantation,Transplantation,13,9377,0.001386
2644,Am J Physiol Endocrinol Metab,American journal of physiology. Endocrinology and metabolism,6,4330,0.001386
2645,BMC Ophthalmol,BMC ophthalmology,7,5057,0.001384
2646,Brain Struct Funct,Brain structure & function,4,2890,0.001384
2647,Eur Cell Mater,European cells & materials,1,725,0.001379
2648,Transbound Emerg Dis,Transboundary and emerging diseases,5,3629,0.001378
2649,Microbiology (Reading),"Microbiology (Reading, England)",6,4357,0.001377
2650,Gland Surg,Gland surgery,3,2179,0.001377
2651,Antioxidants (Basel),"Antioxidants (Basel, Switzerland)",17,12349,0.001377
2652,BMJ Paediatr Open,BMJ paediatrics open,2,1453,0.001376
2653,Dev Neurobiol,Developmental neurobiology,2,1456,0.001374
2654,Integr Comp Biol,Integrative and comparative biology,3,2185,0.001373
2655,Acta Gastroenterol Belg,Acta gastro-enterologica Belgica,2,1457,0.001373
2656,J Med Microbiol,Journal of medical microbiology,6,4373,0.001372
2657,Neurochem Int,Neurochemistry international,5,3645,0.001372
2658,Curr Urol Rep,Current urology reports,2,1458,0.001372
2659,Eur J Health Law,European journal of health law,1,729,0.001372
2660,Methods Cell Biol,Methods in cell biology,3,2188,0.001371
2661,EClinicalMedicine,EClinicalMedicine,5,3648,0.001371
2662,Bioengineering (Basel),"Bioengineering (Basel, Switzerland)",8,5840,0.001370
2663,Biochimie,Biochimie,6,4380,0.001370
2664,J Vet Sci,Journal of veterinary science,2,1460,0.001370
2665,Prog Biophys Mol Biol,Progress in biophysics and molecular biology,2,1460,0.001370
2666,Br J Biomed Sci,British journal of biomedical science,1,730,0.001370
2667,Sichuan Da Xue Xue Bao Yi Xue Ban,Sichuan da xue xue bao. Yi xue ban = Journal of Sichuan University. Medical science edition,5,3659,0.001366
2668,Eur Addict Res,European addiction research,1,732,0.001366
2669,J Clin Pharm Ther,Journal of clinical pharmacy and therapeutics,3,2198,0.001365
2670,BMJ Evid Based Med,BMJ evidence-based medicine,1,734,0.001362
2671,J Psychosom Obstet Gynaecol,Journal of psychosomatic obstetrics and gynaecology,1,736,0.001359
2672,J Orthop Res,Journal of orthopaedic research : official publication of the Orthopaedic Research Society,7,5153,0.001358
2673,Cell Microbiol,Cellular microbiology,3,2211,0.001357
2674,Aviat Space Environ Med,"Aviation, space, and environmental medicine",2,1476,0.001355
2675,Mech Dev,Mechanisms of development,1,738,0.001355
2676,Ther Adv Musculoskelet Dis,Therapeutic advances in musculoskeletal disease,1,738,0.001355
2677,Geriatr Gerontol Int,Geriatrics & gerontology international,5,3695,0.001353
2678,J Egypt Natl Canc Inst,Journal of the Egyptian National Cancer Institute,1,739,0.001353
2679,Rev Chil Pediatr,Revista chilena de pediatria,1,740,0.001351
2680,Digit Health,Digital health,4,2962,0.001350
2681,Curr Treat Options Neurol,Current treatment options in neurology,1,741,0.001350
2682,Electrophoresis,Electrophoresis,9,6670,0.001349
2683,Amino Acids,Amino acids,5,3708,0.001348
2684,Oncology,Oncology,3,2225,0.001348
2685,Int J Hyg Environ Health,International journal of hygiene and environmental health,3,2226,0.001348
2686,Ups J Med Sci,Upsala journal of medical sciences,1,744,0.001344
2687,Pediatr Rep,Pediatric reports,1,745,0.001342
2688,Coron Artery Dis,Coronary artery disease,3,2237,0.001341
2689,Heart,Heart (British Cardiac Society),10,7458,0.001341
2690,JMA J,JMA journal,1,746,0.001340
2691,J Glaucoma,Journal of glaucoma,5,3734,0.001339
2692,Int J Exp Pathol,International journal of experimental pathology,1,747,0.001339
2693,Biochem Med (Zagreb),Biochemia medica,1,748,0.001337
2694,Immune Netw,Immune network,1,748,0.001337
2695,J Inflamm (Lond),"Journal of inflammation (London, England)",1,748,0.001337
2696,PLoS Negl Trop Dis,PLoS neglected tropical diseases,17,12718,0.001337
2697,Prev Nutr Food Sci,Preventive nutrition and food science,1,749,0.001335
2698,Int J Parasitol,International journal for parasitology,3,2248,0.001335
2699,Front Physiol,Frontiers in physiology,25,18746,0.001334
2700,Appl Environ Microbiol,Applied and environmental microbiology,20,15010,0.001332
2701,BMC Med Res Methodol,BMC medical research methodology,5,3754,0.001332
2702,JACC Asia,JACC. Asia,1,752,0.001330
2703,Clin Oncol (R Coll Radiol),Clinical oncology (Royal College of Radiologists (Great Britain)),4,3016,0.001326
2704,China CDC Wkly,China CDC weekly,2,1511,0.001324
