rank_volume,journal_key,full_title,gwas_hits,total_articles,fraction_gwas,meets_min_total
13828,J Clin Ultrasound,Journal of clinical ultrasound : JCU,0,2933,0.000000,Y
13829,J Clin Urol,Journal of clinical urology,0,17,0.000000,N
13830,J Clin Virol Plus,Journal of clinical virology plus,0,100,0.000000,Y
13831,J Cloud Comput (Heidelb),"Journal of cloud computing (Heidelberg, Germany)",0,29,0.000000,N
13832,J Clust Sci,Journal of cluster science,0,4,0.000000,N
13833,J Coagul Disord,Journal of coagulation disorders,0,2,0.000000,N
13834,J Coast Conserv,Journal of coastal conservation,0,10,0.000000,N
13835,J Coast Res,Journal of coastal research,0,3,0.000000,N
13836,J Coat Technol Res,Journal of coatings technology and research,0,7,0.000000,N
13837,J Cogn,Journal of cognition,0,431,0.000000,Y
13838,J Cogn Behav Psychother,Journal of cognitive and behavioral psychotherapies : the official journal of the International Institute for the Advanced Studies of Psychotherapy and Applied Mental Health,0,2,0.000000,N
13839,J Cogn Cult,Journal of cognition and culture,0,3,0.000000,N
13840,J Cogn Dev,Journal of cognition and development : official journal of the Cognitive Development Society,0,105,0.000000,Y
13841,J Cogn Educ Psychol,Journal of cognitive education and psychology : JCEP,0,2,0.000000,N
13842,J Cogn Eng Decis Mak,Journal of cognitive engineering and decision making,0,17,0.000000,N
13843,J Cogn Enhanc,Journal of cognitive enhancement : towards the integration of theory and practice,0,50,0.000000,Y
13844,J Cogn Neuroethics,Journal of cognition and neuroethics,0,1,0.000000,N
13845,J Cogn Neurosci,Journal of cognitive neuroscience,0,3413,0.000000,Y
13846,J Cogn Psychol (Hove),"Journal of cognitive psychology (Hove, England)",0,39,0.000000,N
13847,J Cogn Psychother,Journal of cognitive psychotherapy,0,324,0.000000,Y
13848,J Cogn Sci (Seoul),Journal of cognitive science,0,4,0.000000,N
13849,J Coll Character,Journal of college and character,0,1,0.000000,N
13850,J Coll Couns,Journal of college counseling,0,2,0.000000,N
13851,J Coll Med S Afr,Journal of the colleges of medicine of South Africa,0,88,0.000000,Y
13852,J Coll Sci Teach,Journal of college science teaching,0,4,0.000000,N
13853,J Coll Stud Dev,Journal of college student development,0,20,0.000000,N
13854,J Coll Stud Ment Health,Journal of college student mental health,0,1,0.000000,N
13855,J Coll Stud Ret,"Journal of college student retention : research, theory & practice",0,4,0.000000,N
13856,J Coll Teach Learn,Journal of college teaching and learning,0,3,0.000000,N
13857,J College Stud Psychother,Journal of college student psychotherapy,0,7,0.000000,N
13858,J Colloid Interface Sci,Journal of colloid and interface science,0,27042,0.000000,Y
13859,J Comb Chem,Journal of combinatorial chemistry,0,562,0.000000,Y
13860,J Comb Optim,Journal of combinatorial optimization,0,26,0.000000,N
13861,J Combust Soc Jpn,Journal of the Combustion Society of Japan,0,1,0.000000,N
13862,J Commer Biotechnol,Journal of commercial biotechnology,0,6,0.000000,N
13863,J Common Mark Stud,Journal of common market studies,0,24,0.000000,N
13864,J Commonw Lit,The journal of Commonwealth literature,0,1,0.000000,N
13865,J Commun,The Journal of communication,0,35,0.000000,N
13866,J Commun Dis,The Journal of communicable diseases,0,275,0.000000,Y
13867,J Commun Disord,Journal of communication disorders,0,953,0.000000,Y
13868,J Commun Healthc,Journal of communication in healthcare,0,188,0.000000,Y
13869,J Commun Inq,The Journal of communication inquiry,0,8,0.000000,N
13870,J Community Appl Soc Psychol,Journal of community & applied social psychology,0,58,0.000000,Y
13871,J Community Archaeol Herit,Journal of community archaeology & heritage,0,1,0.000000,N
13872,J Community Engagem Scholarsh,Journal of community engagement and scholarship,0,12,0.000000,N
13873,J Community Health,Journal of community health,0,2463,0.000000,Y
13874,J Community Health Nurs,Journal of community health nursing,0,399,0.000000,Y
13875,J Community Health Res,Journal of community health research,0,1,0.000000,N
13876,J Community Hosp Intern Med Perspect,Journal of community hospital internal medicine perspectives,0,1505,0.000000,Y
13877,J Community Med (Reno),"Journal of community medicine (Reno, Nev.)",0,3,0.000000,N
13878,J Community Med Health Educ,Journal of community medicine & health education,0,31,0.000000,N
13879,J Community Med Public Health,Journal of community medicine & public health,0,7,0.000000,N
13880,J Community Med Public Health Rep,Journal of community medicine and public health reports,0,1,0.000000,N
13881,J Community Pract,Journal of community practice,0,12,0.000000,N
13882,J Community Psychol,Journal of community psychology,0,1251,0.000000,Y
13883,J Community Public Health Nurs,Journal of community & public health nursing,0,3,0.000000,N
13884,J Community Saf Well Being,Journal of community safety & well-being,0,3,0.000000,N
13885,J Community Support Oncol,The Journal of community and supportive oncology,0,155,0.000000,Y
13886,J Comorb,Journal of comorbidity,0,120,0.000000,Y
13887,J Comp Econ,Journal of comparative economics,0,5,0.000000,N
13888,J Comp Fam Stud,Journal of comparative family studies,0,13,0.000000,N
13889,J Comp Ger Linguist,The journal of comparative Germanic linguistics,0,2,0.000000,N
13890,J Comp Lit Aesthet,Journal of comparative literature & aesthetics,0,1,0.000000,N
13891,J Comp Physiol A Neuroethol Sens Neural Behav Physiol,"Journal of comparative physiology. A, Neuroethology, sensory, neural, and behavioral physiology",0,1567,0.000000,Y
13892,J Comp Physiol B,"Journal of comparative physiology. B, Biochemical, systemic, and environmental physiology",0,1525,0.000000,Y
13893,J Comp Policy Anal,Journal of comparative policy analysis,0,2,0.000000,N
13894,J Comp Psychol,"Journal of comparative psychology (Washington, D.C. : 1983)",0,846,0.000000,Y
13895,J Compassionate Health Care,Journal of compassionate health care,0,1,0.000000,N
13896,J Compet Law Econ,Journal of competition law & economics,0,1,0.000000,N
13897,J Complement Integr Med,Journal of complementary & integrative medicine,0,941,0.000000,Y
13898,J Complex,Journal of complexity,0,2,0.000000,N
13899,J Complex Netw,Journal of complex networks,0,16,0.000000,N
13900,J Compos,Journal of composites,0,1,0.000000,N
13901,J Compos Mater,Journal of composite materials,0,18,0.000000,N
13902,J Compos Sci,Journal of composites science,0,3,0.000000,N
13903,J Comput,Journal of computing,0,1,0.000000,N
13904,J Comput (Taipei),Journal of computers,0,1,0.000000,N
13905,J Comput Aided Mol Des,Journal of computer-aided molecular design,0,1654,0.000000,Y
13906,J Comput Appl Math,Journal of computational and applied mathematics,0,29,0.000000,N
13907,J Comput Assist Learn,Journal of computer assisted learning,0,16,0.000000,N
13908,J Comput Assist Tomogr,Journal of computer assisted tomography,0,2930,0.000000,Y
13909,J Comput Biol Bioinform Res,Journal of computational biology and bioinformatics research,0,2,0.000000,N
13910,J Comput Biophys Chem,Journal of computational biophysics and chemistry,0,9,0.000000,N
13911,J Comput Chem,Journal of computational chemistry,0,4873,0.000000,Y
13912,J Comput Cogn Eng,Journal of computational and cognitive engineering,0,1,0.000000,N
13913,J Comput Des Eng,Journal of computational design and engineering,0,4,0.000000,N
13914,J Comput Educ,Journal of computers in education : the official journal of the Global Chinese Society for Computers in Education,0,1,0.000000,N
13915,J Comput Electron,Journal of computational electronics,0,12,0.000000,N
13916,J Comput Graph Tech,The Journal of computer graphics techniques,0,1,0.000000,N
13917,J Comput High Educ,Journal of computing in higher education,0,48,0.000000,N
13918,J Comput Inf Sci Eng,Journal of computing and information science in engineering,0,14,0.000000,N
13919,J Comput Interdiscip Sci,Journal of computational interdisciplinary sciences,0,1,0.000000,N
13920,J Comput Math,"Journal of computational mathematics : an international journal on numerical methods, analysis and applications",0,2,0.000000,N
13921,J Comput Math Data Sci,Journal of Computational Mathematics and Data Science,0,2,0.000000,N
13922,J Comput Mediat Commun,Journal of computer-mediated communication : JCMC,0,11,0.000000,N
13923,J Comput Methods Appl Math,Journal of computational methods in applied mathematics,0,1,0.000000,N
13924,J Comput Neurosci,Journal of computational neuroscience,0,901,0.000000,Y
13925,J Comput Nonlinear Dyn,Journal of computational and nonlinear dynamics,0,9,0.000000,N
13926,J Comput Phys,Journal of computational physics,0,159,0.000000,Y
13927,J Comput Sci,Journal of computational science,0,28,0.000000,N
13928,J Comput Sci Educ,Journal of computational science education,0,1,0.000000,N
13929,J Comput Sci Eng,Journal of computing science and engineering : JCSE,0,1,0.000000,N
13930,J Comput Sci Integr,Journal of computer science integration,0,1,0.000000,N
13931,J Comput Sci Syst Biol,Journal of computer science and systems biology,0,9,0.000000,N
13932,J Comput Sci Technol,Journal of computer science and technology,0,15,0.000000,N
13933,J Comput Secur,Journal of computer security,0,1,0.000000,N
13934,J Comput Soc Sci,Journal of computational social science,0,63,0.000000,Y
13935,J Comput Surg,Journal of computational surgery,0,4,0.000000,N
13936,J Comput Syst Sci,Journal of computer and system sciences,0,3,0.000000,N
13937,J Comput Theor Nanosci,Journal of computational and theoretical nanoscience,0,8,0.000000,N
13938,J Concussion,Journal of concussion,0,4,0.000000,N
13939,J Conflict Resolut,The Journal of conflict resolution,0,17,0.000000,N
13940,J Congenit Cardiol,Journal of congenital cardiology,0,2,0.000000,N
13941,J Conscious Stud,Journal of consciousness studies : controversies in science & the humanities,0,6,0.000000,N
13942,J Conserv Dent,Journal of conservative dentistry : JCD,0,1617,0.000000,Y
13943,J Conserv Dent Endod,Journal of conservative dentistry and endodontics,0,511,0.000000,Y
13944,J Conserv Mus Stud,Journal of conservation & museum studies,0,1,0.000000,N
13945,J Constr Eng Manag,Journal of construction engineering and management,0,3,0.000000,N
13946,J Constr Psychol,Journal of constructivist psychology,0,3,0.000000,N
13947,J Constr Steel Res,Journal of constructional steel research,0,1,0.000000,N
13948,J Consum Aff,The Journal of consumer affairs,0,28,0.000000,N
13949,J Consum Behav,Journal of consumer behaviour,0,12,0.000000,N
13950,J Consum Cult,Journal of consumer culture,0,1,0.000000,N
13951,J Consum Health Internet,Journal of consumer health on the Internet,0,35,0.000000,N
13952,J Consum Mark,The journal of consumer marketing,0,1,0.000000,N
13953,J Consum Policy (Dordr),Journal of consumer policy,0,32,0.000000,N
13954,J Consum Psychol,Journal of consumer psychology : the official journal of the Society for Consumer Psychology,0,13,0.000000,N
13955,J Consum Res,The Journal of consumer research,0,2,0.000000,N
13956,J Contact Lens Res Sci,Journal of contact lens research & science,0,3,0.000000,N
13957,J Contam Hydrol,Journal of contaminant hydrology,0,2151,0.000000,Y
13958,J Contemp Afr Stud,Journal of contemporary African studies : JCAS,0,1,0.000000,N
13959,J Contemp Asia,Journal of contemporary Asia,0,2,0.000000,N
13960,J Contemp Brachytherapy,Journal of contemporary brachytherapy,0,1005,0.000000,Y
13961,J Contemp Cent East Eur,Journal of contemporary Central and Eastern Europe,0,3,0.000000,N
13962,J Contemp China,The journal of contemporary China = Dang dai Zhongguo,0,3,0.000000,N
13963,J Contemp Crim Justice,Journal of contemporary criminal justice,0,10,0.000000,N
13964,J Contemp Diabetes Res,Journal of contemporary diabetes research,0,1,0.000000,N
13965,J Contemp Ethnogr,Journal of contemporary ethnography,0,11,0.000000,N
13966,J Contemp Eur Stud,Journal of contemporary European studies,0,6,0.000000,N
13967,J Contemp Health Law Policy,The Journal of contemporary health law and policy,0,86,0.000000,Y
13968,J Contemp Hist,Journal of contemporary history,0,13,0.000000,N
13969,J Contemp Med Educ,Journal of contemporary medical education,0,2,0.000000,N
13970,J Contemp Pharm Prac,Journal of contemporary pharmacy practice,0,2,0.000000,N
13971,J Contemp Psychother,Journal of contemporary psychotherapy,0,45,0.000000,N
13972,J Contemp Water Res Educ,Journal of contemporary water research & education,0,2,0.000000,N
13973,J Contextual Behav Sci,Journal of contextual behavioral science,0,92,0.000000,Y
13974,J Contin Educ Health Prof,The Journal of continuing education in the health professions,0,958,0.000000,Y
13975,J Contin Educ Nurs,Journal of continuing education in nursing,0,2035,0.000000,Y
13976,J Conting Crisis Manag,Journal of contingencies and crisis management,0,33,0.000000,N
13977,J Contracept Stud,Journal of contraceptive studies,0,1,0.000000,N
13978,J Control Release,Journal of controlled release : official journal of the Controlled Release Society,0,10617,0.000000,Y
13979,J Convex Anal,Journal of convex analysis,0,1,0.000000,N
13980,J Coord Chem,Journal of coordination chemistry,0,12,0.000000,N
13981,J Coron Artery Dis,Journal of coronary artery disease,0,1,0.000000,N
13982,J Correct Educ (Glen Mills),"Journal of correctional education (Glen Mills, Pa.)",0,1,0.000000,N
13983,J Correct Health Care,Journal of correctional health care : the official journal of the National Commission on Correctional Health Care,0,719,0.000000,Y
13984,J Cosmet Laser Ther,Journal of cosmetic and laser therapy : official publication of the European Society for Laser Dermatology,0,1069,0.000000,Y
13985,J Cosmol Astropart Phys,Journal of cosmology and astroparticle physics,0,1,0.000000,N
13986,J Couns Dev,Journal of counseling and development : JCD,0,6,0.000000,N
13987,J Couns Psychol,Journal of counseling psychology,0,1025,0.000000,Y
13988,J Couns Sexol Sex Wellness,"Journal of counseling sexology & sexual wellness : research, practice, and education",0,1,0.000000,N
13989,J Couple Relatsh Ther,Journal of couple & relationship therapy,0,10,0.000000,N
13990,J Coupled Syst Multiscale Dyn,Journal of coupled systems and multiscale dynamics,0,5,0.000000,N
13991,J Craniovertebr Junction Spine,Journal of craniovertebral junction & spine,0,854,0.000000,Y
13992,J Creat Behav,The Journal of creative behavior,0,5,0.000000,N
13993,J Creat Ment Health,Journal of creativity in mental health,0,1,0.000000,N
13994,J Crim Justice,Journal of criminal justice,0,71,0.000000,Y
13995,J Crim Law Criminol,The Journal of criminal law & criminology,0,2,0.000000,N
13996,J Crim Psychol,Journal of criminal psychology,0,2,0.000000,N
13997,J Crime Justice,Journal of crime and justice,0,8,0.000000,N
13998,J Criminol,Journal of criminology,0,1,0.000000,N
13999,J Crit Care Med,Journal of critical care medicine,0,1,0.000000,N
14000,J Crit Care Med (Targu Mures),Journal of critical care medicine (Universitatea de Medicina si Farmacie din Targu-Mures),0,382,0.000000,Y
14001,J Crit Limb Ischemia,Journal of critical limb ischemia,0,1,0.000000,N
14002,J Crit Public Health,Journal of critical public health,0,1,0.000000,N
14003,J Crit Realism,Journal of critical realism,0,1,0.000000,N
14004,J Crop Improv,Journal of crop improvement,0,2,0.000000,N
14005,J Crop Sci Biotechnol,Journal of crop science and biotechnology,0,1,0.000000,N
14006,J Cross Cult Gerontol,Journal of cross-cultural gerontology,0,507,0.000000,Y
14007,J Cross Cult Psychol,Journal of cross-cultural psychology,0,46,0.000000,N
14008,J Crustac Biol,Journal of crustacean biology : a quarterly of the Crustacean Society for the publication of research on any aspect of the biology of crustacea,0,2,0.000000,N
14009,J Cryptogr Eng,Journal of cryptographic engineering,0,4,0.000000,N
14010,J Cryptol,Journal of cryptology : the journal of the International Association for Cryptologic Research,0,2,0.000000,N
14011,J Cryst Growth,Journal of crystal growth,0,14,0.000000,N
14012,J Cult Cogn Sci,Journal of cultural cognitive science,0,7,0.000000,N
14013,J Cult Divers,Journal of cultural diversity,0,238,0.000000,Y
14014,J Cult Econ,Journal of cultural economy,0,6,0.000000,N
14015,J Cult Econ (Dordr),Journal of cultural economics,0,17,0.000000,N
